sentence,claim_ground_truth,claim_prediction
" Je vous parle de choses aussi importantes que par exemple, que vous devez commencer à l’intérieur de rien, vacciner la grippe et nous ne savons toujours pas qui est vacciné quels groupes vont se faire vacciner contre la grippe dans notre pays, que nous devons voir que les personnes de plus de 65 ans ou les personnes atteintes de pathologie chronique ont le vaccin antipneumococcique et nous ne savons pas encore ce qui s’est passé que ce jour-là, je ne connais toujours pas la réserve stratégique que Nous avons.",0,0
" Vous ne l’écoutez pas, la réforme du travail va tomber en entier.",0,0
 Thank you Sandra.,0,0
" Because the centre right, when it is united is stronger and also many in many situations, is the most favorable framework to make stronger and therefore we are always open to the study and analysis of the different alternatives that may be raised in order to attend the different electoral scenarios.",0,0
" Ya vimos en pleno pico de la pandemia, como incluso rechazó la ayuda de la UME, como mandó desmantelar hospitales, simplemente porque o bien les había montado la Guardia Civil o bien los había montado el ejército cuando no había camas en los hospitales, cuando la gente estaba agonizando en sus casas, fue capaz de rechazar esta ayuda y a día de hoy sigue sin pedir la ayuda necesaria.",1,1
 You won't be here until November 20 holding a procedure that has neither feet nor head.,0,0
 Why isn't it viable in geopolitical terms?,0,0
 Therefore a commitment to industry that now accounts for 16% of Spanish GDP.,0,0
" Minister, I'm sorry there is, that I interrupted you.",0,0
" Without further a way, I leave you with the general secretary of Urban Agenda and Housing David Lucas.",0,0
 C’est obligatoire.,0,0
 In this case the digital tax that has already followed continues its course in the Congress of Deputies.,1,1
 Gracias para atender la llamada de cuatro alean saludo.,0,0
 Pasa por explicar a los ciudadanos que siempre vamos a dialogar siempre vamos a negociar en defensa del interés general.,0,0
 Il est vrai que beaucoup de choses ont été dites ces dernières années.,0,0
" Bueno, enseguida vamos a seguir hablando de la Comunidad Valenciana, porque vamos a tener un espejo público a Chima.",0,0
 Je t’écoute sortir de prison.,0,0
" Pensez-vous que vous allez être en mesure de tout faire, tout le plein pour un pacte d’État d’une telle moue?",0,0
" Buenos días, un placer como siempre.",0,0
" And the same with the Child Protection Act, with all kinds of violence.",0,0
 And the unemployment figures are very bad and it has to be said without nuance.,0,0
" Ce qui, soit dit en passant, j’insiste sur le fait que chaque fois que je parle de cette question est toujours le ministère de la Santé et c’est donc au ministère de la Santé de mettre en place des mesures.",1,0
" C’est ça, c’est adopté.",0,0
" What we have to do is whether we want to continue to have a healthy economy that meets the deficit and that can invest in rural, livestock, industry, infrastructure or whether we want a bipartite 3.0 now multiplied by five because now it's ten parties instead of two that again yield economic destruction figures like the ones we already experienced a decade ago.",0,0
 The Home Office has denied that this program has been used or that any kind of espionage has been made.,1,1
" Se llame como se quiera llamar, yo no voy a hacer diferencias en ese sentido.",0,0
" Nous avons parlé ici d’une quatrième place de pension, il y a eu beaucoup de mobilisations de rue pour les pensions.",0,1
" Ils nous ont emmenés au Parti populaire, dans les institutions communautaires pour nous dénoncer.",0,0
" Mais je vous demande deux minutes, juste deux minutes.",0,0
" En d’autres termes, il y avait déjà une structure déjà assemblée avant notre arrivée.",0,1
" Mais une grande partie des hachis, évidemment en raison de la zone dans laquelle nous sommes, est également important les 8000 kilos et plus de 28 tonnes de cocaïne à travers lequel ils étaient destinés à introduire par le port d’Algeciras, en dehors des quantités d’héroïne et d’autres substances.",1,1
 La jefatura del Estado nada menos.,0,0
 Et je pense que c’est un sentiment partagé par une très bonne partie de l’entreprise espagnole.,0,0
" So Paul, really very much for letting me participate and that you know that the world of enterprise, that companies, that large entrepreneurs, the medium-sized the little self-employed, the young entrepreneurs.",0,0
 Toute l’économie de notre pays et aussi du monde entier.,0,0
" Et d’autant plus qu’il semble que cela soit déjà apaisant jusqu’à ce qu’il obtienne l’aide de l’Union européenne de 1,4 milliard d’euros.",0,1
" Therefore, the course will begin in a safe school environment.",0,0
" We believe that it is still possible to do so, but a chart of each of the autonomous communities of this country, that is to say seventeen different models when it comes to proposing an alternative for the pandemic to be controlled.",0,0
" A mi me duele como español tener un tener un presidente que se haya estado riendo de todos los españoles, hablando de que todas las decisiones las tomaba en un grupo de expertos que él había creado.",0,0
 And what I said in grandstand and I say today is that it is processed as a bill.,0,0
". Si nous considérons que c’est bon, dans ce cas pour le constitutionnalisme en Catalogne donc, il n’y a rien en ce moment sur la table",0,0
" Le dernier en Estrémadure, également à Soria.",0,0
" Brillito que nous prétendons seulement faire partie de la solution et ne pas faire partie du problème qui est la façon dont la citoyenneté espagnole est maintenant voir les politiciens avec les politiciens croustillants qui font la politique de tranchée, qui sont accusés avec les doigts opposés.",0,0
" La agenda del reencuentro que yo planteé al presidente Rajoy cuando hice la visita antes de la pandemia a Barcelona, al Palau de la Generalitat, sigue vigente para el Gobierno de España.",0,0
" Enfin, le gouvernement sera contraint d’établir ces protocoles qui établissent déjà d’autres pays autour de nous pour bercer le gouvernement.",0,0
" Como le decía ya entramos después de un año y pico entre el Gobierno va una legislatura y otra y aquí lo que hemos hecho es gastar, gastar dinero, pero a tontas y a locas.",0,0
 Decir que Pablo Casado no sabía nada.,0,0
 Tu sais qu’on nous étiquette beaucoup de choses.,0,0
 Aussi dans la mobilité et dans le secteur automobile qui doit être produite.,0,0
" Señor Feijóo, Tibu una oportunidad única.",0,0
" Je crois que des choses sont dites qui ne peuvent être maintenues dans aucun tribunal et, par conséquent, dans la mesure où elles l’affectent sont d’une continuité absolue.",0,0
 It wasn't a funeral for the victims of this pandemic.,0,0
" Por tanto, ni siquiera es un borrador, aunque está muy acabado, pero acabado.",0,0
 Pablo Iglesias remains seated in the Council of Ministers for the exclusive decision of the President of the IELES Government ultimately.,0,0
" I want to move the Spaniards that if there is access to this crisis, to this tunnel that is avoidable, that if we do things right, we are not committed to luck becoming another unprecedented drama.",0,0
 Les lois ne sont pas quelque chose qui ne peut pas être changé.,0,0
 Voyons comment ils vont.,0,0
" I believe that having had nine votes and in addition to governments of all political parties, because it has to be valued positively.",0,0
 What do you think?,0,0
" Heureusement, les communautés autonomes ont bénéficié d’importants transferts de capitaux tout au long de la pandémie.",0,1
" Et comme je dis l’école, je peux dire le reste.",0,0
 Esto es de lo que habla al Partido Popular y para ello no es una cuestión de programa electoral.,0,0
 En segundo lugar los daños del sector antes de esta situación se preveían en unos 80000 millones de euros.,1,1
 What happens at the ports?,0,0
" Ana et Antonio Kuka et nous tous qui sommes venus aujourd’hui pour donner un dernier élan à un programme, à un futur plan pour le Pays Basque, qui, je suis convaincu, est le seul qui est collé aux préoccupations réelles des gens ici.",0,0
" Permitidme que antes de entrar en materia de dónde venimos, venimos de Ermua.",0,0
 It is such a grievance at the principle of equal treatment of all prisoners in Spanish prisons that obviously as to the substance of the matter.,0,0
 Lo que Europa señala es la austeridad.,0,0
" Y no solamente eso sino que están orgullosos, se jactan de ellos, amenazan con volverlo a hacer y dicen que ellos no obedecen a ningún tipo de ley.",0,0
 A qué se debe este cambio de criterio?,0,0
" It is clear that, as you say in two months there will be another perspective there will be others, we will have other information and most likely there will be other medicines that will be on the market and which we will go to.",0,0
" Il a créé des emplois, des opportunités et amélioré la vie des Galiciens depuis qu’Alberto Núñez Feijóo est président.",0,0
" Es importante dar una respuesta clara a esta crisis sin precedentes, pero para ello es muy importante.",0,0
", en fait, je vous remercie pour la question parce que vous me donnez le droit de dire merci d’ici de cet environnement public important, à toutes les personnes qui au cours de ces semaines m’ont donné leur affection leur souffle et hier les messages que nous avons reçus dans toute l’équipe du ministère et je sais que aussi à Moncloa , sont plusieurs personnes connues de personnes inconnues.",0,0
 Ce sera la Maison royale qui devra expliquer sur la base de cette déclaration qui est surprenante que Juan Carlos de Borbón a publié.,0,0
